pid	trial_id	TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePoint
1	241	1248.9	401.5354	1056.9536	0	355.2979	1042.0744	0	378.4166	1049.51
1	241	1265.6	414.4762	1071.2614	0	353.4054	1042.2951	0	383.9408	1056.778
1	241	1282.2	401.0492	1072.5709	0	361.6336	1042.2791	0	381.3414	1057.42
1	241	1298.9	398.8666	1055.3417	0	357.5007	1030.315	0	378.1836	1042.828
1	241	1315.5	405.9134	1067.6067	0	343.8629	1037.9586	0	374.8882	1052.782
1	241	1332.1	400.4184	1066.6534	0	361.5283	1045.1152	0	380.9734	1055.884
1	241	1348.9	406.1849	1063.3956	0	371.1648	1031.2287	0	388.6748	1047.312
1	241	1365.5	381.7844	1079.638	0	363.0907	1039.5648	0	372.4376	1059.601
1	241	1382	309.3707	1104.7766	0	263.4667	1047.3365	0	286.4187	1076.056
1	241	1398.7	324.11	1086.8625	0	258.9742	1060.9537	0	291.5421	1073.908
1	241	1415.3	333.8854	1106.7947	0	270.5517	1056.2075	0	302.2185	1081.501
1	241	1432.1	320.0045	1099.0303	0	266.7675	1049.422	0	293.386	1074.226
1	241	1448.7	324.742	1105.8811	0	271.1796	1061.4932	0	297.9608	1083.687
1	241	1465.3	317.1577	1099.9697	0	258.8231	1071.5837	0	287.9904	1085.776
1	241	1482.1	328.3627	1100.6613	0	268.605	1055.9956	0	298.4839	1078.328
1	241	1498.7	306.3643	1102.895	0	269.6318	1056.9226	0	287.9981	1079.908
1	241	1515.3	331.2761	1116.7931	0	243.2703	1073.8864	0	287.2732	1095.339
1	241	1531.9	325.153	1094.0376	0	264.8363	1052.874	0	294.9947	1073.455
1	241	1548.6	316.3028	1095.899	0	249.8111	1063.5246	0	283.057	1079.711
1	241	1565.3	297.8003	1106.3894	0	262.9032	1061.9027	0	280.3517	1084.146
1	241	1581.9	326.7841	1100.7285	0	289.4168	1054.6645	0	308.1005	1077.696
1	241	1598.5	419.9855	865.899	0	411.1828	850.9746	0	415.5841	858.436
1	241	1615.3	461.0129	669.5723	0	426.5193	626.3917	0	443.7661	647.98
1	241	1631.9	461.3802	502.3253	0	429.6282	526.7762	0	445.5042	514.550
1	241	1648.5	468.0813	538.5308	0	421.7034	525.159	0	444.8923	531.844
1	241	1665.2	454.9099	467.7032	0	435.7489	462.7128	0	445.3294	465.20
1	241	1681.8	478.7187	462.3301	0	428.9107	469.1488	0	453.8147	465.739
1	241	1698.4	474.4597	456.5735	0	444.1249	451.5572	0	459.2923	454.065
1	241	1715	459.9058	462.0677	0	437.1252	478.9355	0	448.5155	470.501
1	241	1731.8	465.2594	458.0367	0	446.0981	474.8613	0	455.6788	466.44
1	241	1748.4	451.5469	463.5133	0	433.4077	478.0724	0	442.4773	470.792
1	241	1765	459.224	464.1032	0	439.3051	477.9951	0	449.2646	471.049
1	241	1781.6	469.5273	465.2196	0	436.4757	475.3081	0	453.0015	470.263
1	241	1798.3	466.3864	466.0547	0	-1	-1	4	0.2429	0.388
1	241	1815	459.0213	460.1126	0	-1	-1	4	0.2391	0.383
1	241	1831.6	463.2862	469.1826	0	433.5819	470.4091	0	448.434	469.795
1	241	1848.2	476.2921	463.855	0	437.5881	474.2376	0	456.9401	469.046
1	241	1864.9	464.5583	462.3686	0	426.9424	480.9354	0	445.7503	471.65
1	241	1881.5	464.5477	471.7493	0	427.3239	449.1522	0	445.9358	460.450
1	241	1898.2	449.5879	455.614	0	441.2066	455.958	0	445.3972	455.78
1	241	1914.9	459.4849	462.3084	0	432.2055	453.1031	0	445.8452	457.705
1	241	1931.6	477.0056	465.3576	0	461.8352	469.6611	0	469.4204	467.509
1	241	1948.2	657.8566	473.8025	0	665.2118	491.6863	0	661.5342	482.744
1	241	1964.8	804.1902	524.947	0	795.4604	529.8577	0	799.8253	527.402
1	241	1981.6	855.9465	562.8348	0	824.1604	552.6178	0	840.0535	557.726
1	241	1998.1	860.6722	568.9378	0	823.8701	543.6442	0	842.2711	556.29
1	241	2014.8	856.8223	577.0621	0	817.6024	558.6338	0	837.2123	567.84
1	241	2031.5	855.2627	552.9112	0	824.6788	571.0587	0	839.9707	561.984
1	241	2048.1	862.9629	573.2819	0	830.5198	558.9071	0	846.7414	566.094
1	241	2064.8	873.0181	556.5064	0	836.8521	546.2283	0	854.9351	551.367
1	241	2081.3	872.6227	561.0223	0	830.5238	557.5193	0	851.5733	559.270
1	241	2098.1	854.7611	554.1642	0	829.7881	548.4539	0	842.2746	551.309
1	241	2114.7	861.3559	563.563	0	831.7619	566.4967	0	846.5589	565.029
1	241	2131.3	874.8295	573.9073	0	819.2937	557.6807	0	847.0616	565.79
1	241	2148.1	868.4469	581.9535	0	840.1975	546.0814	0	854.3222	564.017
1	241	2164.7	874.6115	562.8532	0	828.1349	548.2873	0	851.3732	555.570
1	241	2181.3	872.0122	571.9751	0	830.3402	559.7236	0	851.1762	565.849
1	241	2197.9	881.4282	572.8134	0	826.9069	551.4512	0	854.1676	562.132
1	241	2214.7	864.2354	565.4741	0	837.9185	567.4276	0	851.077	566.450
1	241	2231.3	882.4117	582.8851	0	854.1903	567.1226	0	868.301	575.003
1	241	2247.9	1104.1253	584.6786	0	1099.2571	576.0903	0	1101.6912	580.384
1	241	2264.7	1280.8645	585.0823	0	1277.1432	600.0394	0	1279.0038	592.560
1	241	2281.3	1279.4232	608.8412	0	1268.3092	604.4828	0	1273.8662	606.66
1	241	2297.9	1294.5394	593.646	0	1267.2157	607.4777	0	1280.8775	600.561
1	241	2314.5	1294.3859	597.3765	0	1273.3717	605.8755	0	1283.8788	601.62
1	241	2331.1	1289.2547	618.5873	0	1266.6885	605.8831	0	1277.9716	612.235
1	241	2347.9	1288.1867	609.5159	0	1267.7864	596.5792	0	1277.9865	603.047
1	241	2364.5	1299.9191	603.1521	0	1264.5774	601.9263	0	1282.2483	602.539
1	241	2381.2	1295.0707	608.7379	0	1264.7505	591.9142	0	1279.9106	600.326
